X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
CC[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,6.7,342.1943426920007,0.55,5,2,5,5,25,8,0,65.82000000000001,0.8936968355430535,2.5121,8.807096882360375,0,3,3,1,1,2,0,3,3
CN(CC(=O)NO)C(=O)[C@@H]1CCCC[C@@H]1C(=O)O,2.6,258.1215716760001,0.7272727272727273,7,3,1,7,18,6,0,106.94000000000001,0.479598180719271,-0.15879999999999989,7.087235703621968,1,0,1,0,0,0,1,0,1
COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)c(F)c12,7.4,431.06018390200046,0.1,6,3,3,9,29,7,0,108.97,0.4729238520490912,3.7798000000000016,7.6630581054676945,0,0,0,2,1,3,0,0,0
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,4.32,325.2041791040008,0.42857142857142855,3,2,3,3,24,8,0,43.7,0.8793321565506861,3.7688000000000033,8.34029859689066,0,1,1,2,0,2,0,1,1
COc1ccnc(CS(=O)c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,3.59,366.11504681600053,0.15789473684210525,6,1,4,7,26,7,0,72.8,0.5876730204772176,3.373420000000002,4.814344165147007,0,0,0,1,3,4,0,0,0
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,0.57,360.23005950400085,0.6818181818181818,4,3,2,4,26,11,0,77.76,0.3514175873049406,3.541300000000003,8.827445592126047,2,0,2,0,0,0,2,0,2
O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O,1.82,287.06876058800054,1.0,7,5,1,9,17,8,0,127.09,0.3843175455939298,0.9377999999999997,6.097269237024345,1,0,1,0,0,0,1,0,1
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,92.5,392.20999275600076,0.375,5,4,4,5,29,10,0,85.35,0.5191742847910432,3.148900000000001,7.989517628011637,1,0,1,2,1,3,0,0,0
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,2.11,281.1051933400004,0.17647058823529413,4,1,3,4,21,4,0,57.61,0.9403842756349199,3.0351000000000017,7.760892978353922,0,1,1,2,0,2,0,0,0
N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,1.0,438.29545369600106,0.8095238095238095,10,7,2,10,31,11,0,160.64,0.15426239965788138,0.3700700000000037,8.664474697128497,1,1,2,0,0,0,1,1,2
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](I)[C@H](C)O1,10.3,653.0757940960008,0.4444444444444444,11,6,5,12,39,12,0,185.84,0.15252776711428115,1.4439999999999997,8.399252532176574,2,1,3,2,0,2,0,1,1
CC(C)[N+]1(C)[C@@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,1.64,332.22202024009084,0.65,4,1,3,4,24,9,0,46.53,0.6661029067869589,2.8541000000000016,8.984157566299066,0,2,2,1,0,1,0,2,2
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](O)(Cn1cncn1)c1cc(F)ccc1F,86.9,437.11218760400055,0.18181818181818182,6,1,4,9,31,8,0,87.61999999999999,0.48745217248746536,4.242980000000002,4.822874240294872,0,0,0,2,2,4,0,0,0
CSC[C@H](NC(=O)COc1cccc2cnccc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC[C@H]1C(=O)NC(C)(C)C,0.44,667.2498260320011,0.42424242424242425,11,4,4,13,46,15,0,149.96,0.21557795460503137,2.3660000000000005,8.899459984605272,0,1,1,2,1,3,0,1,1
CC[C@@]1(O)C[C@H](O[C@@H]2C[C@H](N3CCOCC3)[C@H](O)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O)C(=O)c1cccc(O)c1C3=O,10.7,585.2210109400008,0.5333333333333333,12,6,6,12,42,12,0,186.45,0.2422315156093947,1.4113000000000004,8.811248046370139,2,2,4,2,0,2,0,2,2
CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC,5.94,574.289030924001,0.5333333333333333,11,2,3,11,41,22,0,127.23,0.28839304877506716,2.2746999999999993,8.247587206557673,0,1,1,2,0,2,0,1,1
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,6.14,220.084792244,0.18181818181818182,5,5,2,5,16,5,0,99.34000000000002,0.61514071449147,0.8279000000000003,7.758964570078229,0,0,0,1,1,2,0,0,0
CC(C)(N)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C1=O,3.8,509.25392323200094,0.27586206896551724,9,4,5,9,38,10,0,129.89,0.34886461897844473,3.625300000000001,8.110646139767507,0,1,1,3,1,4,0,0,0
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,12.3,250.131742436,0.38461538461538464,5,2,1,5,18,8,0,67.42999999999999,0.7701920576724235,0.4539000000000007,6.51247816466903,0,0,0,1,0,1,0,0,0
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N4CC4)[C@H](OS(C)(=O)=O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,7.33,601.1617818120008,0.4827586206896552,12,3,6,13,42,12,0,176.73999999999998,0.21037517304096326,1.3611,8.535305190447504,2,2,4,2,0,2,0,2,2
NC(Cc1ccccn1)c1ccccc1,10.4,198.115698448,0.15384615384615385,2,2,2,2,15,4,0,38.91,0.8216420812170326,2.3241000000000005,6.624546661332961,0,0,0,1,1,2,0,0,0
CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,11.8,435.0707349880005,0.2857142857142857,5,1,4,8,29,6,0,76.37,0.6444080585360621,4.390100000000004,7.879125273449552,1,0,1,2,1,3,0,0,0
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,6.4,507.3018445400012,0.8571428571428571,6,4,4,7,35,12,0,109.85000000000001,0.38273499100363056,3.8668000000000036,9.394807272981453,4,0,4,0,0,0,4,0,4
O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,5.0,402.9990097880004,0.23529411764705882,5,1,4,7,24,5,0,68.00999999999999,0.6447720583090041,4.2371000000000025,6.918910272993088,1,0,1,2,1,3,1,0,1
CC[C@@H](C(N)=O)N1CCCC1=O,8.23,170.105527688,0.75,4,2,1,4,12,4,0,63.400000000000006,0.6410492145588488,-0.12729999999999997,7.984646704303614,0,1,1,0,0,0,0,1,1
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0.79,288.22016351600075,0.6111111111111112,3,1,2,3,21,8,0,32.34,0.8910127130247419,3.8965400000000026,8.028072987578923,0,1,1,1,0,1,0,1,1
C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,33.0,420.22130638800076,0.46153846153846156,4,1,4,5,31,5,0,64.33,0.7645771813481718,4.894080000000004,8.283590181892045,1,1,2,2,0,2,1,1,2
Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,1.1,473.16589607600054,0.3,14,8,3,14,34,10,0,219.83999999999997,0.21313148229853152,-0.7310999999999974,7.538523621089955,0,1,1,1,1,2,0,0,0
CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,18.8,293.17796435600064,0.4,2,2,5,2,22,6,0,32.26,0.9072061089263285,3.1822000000000017,8.424464518856825,3,0,3,2,0,2,0,0,0
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,13.5,257.177964356,0.6470588235294118,2,1,4,2,19,2,0,23.47,0.7718143750897627,3.080400000000002,8.660681655145874,2,1,3,1,0,1,1,1,2
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,129.0,472.23352213600083,0.4,10,2,5,10,35,7,0,116.86000000000001,0.44290723544937405,1.1474199999999997,7.218350549539054,0,1,1,1,3,4,0,1,1
O=C(O)CCCC[C@@H]1CCSS1,0.21,206.043521688,0.875,2,1,1,4,12,5,0,37.3,0.5541818739705442,2.7851000000000017,6.551589990961052,0,1,1,0,0,0,0,1,1
O=C(O)CCCC[C@H]1CCSS1,0.21,206.043521688,0.875,2,1,1,4,12,5,0,37.3,0.5541818739705442,2.7851000000000017,6.551589990961052,0,1,1,0,0,0,0,1,1
C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,1.2,263.1997624200002,0.5333333333333333,4,5,1,4,19,11,0,81.14,0.6162274227299266,1.1901,8.233960383113118,0,0,0,1,0,1,0,0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c21,8.1,351.13944790800053,0.4117647058823529,6,2,3,8,25,5,0,74.57000000000001,0.8820346880702983,1.7959,7.754483979425161,0,1,1,1,1,2,0,1,1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,1.4,422.26683893600097,0.75,6,3,2,6,30,16,0,104.06000000000002,0.4637015238644993,3.715600000000002,9.001230839909017,2,0,2,0,0,0,0,0,0
CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1,21.6,433.16355448000064,0.4090909090909091,5,1,4,8,30,9,0,48.83000000000001,0.612238061009276,3.9150000000000036,7.390482982879281,0,1,1,2,1,3,0,1,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,3.54,518.2165346800008,0.4642857142857143,10,1,7,10,38,6,0,106.36,0.4049308698269103,1.5981999999999998,7.735310448907507,0,4,4,1,2,3,0,1,1
O=C1NC(=O)C(c2cn3ccccc3n2)=C1C1=CN2CCN(C(=O)N3CCCCC3)C[C@@H]3C=C(F)C=C1[C@H]32,2.7,514.2128669440008,0.35714285714285715,9,1,7,10,38,2,0,90.25999999999998,0.6227983682307487,2.6435000000000004,7.989712972733186,1,4,5,0,2,2,0,2,2
CSCC[C@H](N)C(=O)N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,0.84,366.05554291600043,0.75,9,5,2,11,23,9,0,163.85999999999999,0.4039784490238161,-1.8659999999999963,7.664277306659081,1,1,2,0,0,0,1,1,2
N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,1.23,235.015058008,0.7142857142857143,7,4,2,8,15,3,0,134.76,0.4983275449234884,-2.1038999999999994,7.788477842588261,1,1,2,0,0,0,1,1,2
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,12.8,513.3279173720011,0.6896551724137931,6,1,5,8,37,11,0,63.050000000000004,0.473786196640125,5.950920000000006,9.113382886529454,1,2,3,1,1,2,1,2,3
C=C(C[C@H](NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,8.2,451.16041677200053,0.19047619047619047,12,7,3,12,33,11,0,207.29999999999995,0.2842076768847945,0.5833000000000002,4.08105880052909,0,0,0,1,2,3,0,0,0
Cc1c(O)ccc2c1OC[C@@H](c1ccc(O)cc1)[C@H]2c1ccc(O)cc1,5.3,348.1361591200005,0.18181818181818182,4,3,4,4,26,6,0,69.92,0.6410902764558923,4.419920000000003,7.581361943915022,0,1,1,3,0,3,0,0,0
C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)C[C@@H]2O)C[C@H](N)[C@@H]1O,21.0,643.226490244001,0.53125,14,8,6,14,46,15,0,235.52999999999997,0.1734832483457959,-0.1262999999999988,8.984290632597181,2,2,4,2,0,2,0,2,2
CO[C@@H]1C[C@@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@]2(C)[C@@H](O)[C@@H](N(C)C)[C@@H]1O,13.22,541.1947961920007,0.5,11,5,6,11,39,12,0,166.22,0.31247555954682155,0.8737999999999999,8.916741797170777,2,2,4,2,0,2,0,1,1
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,4.61,262.16812794400016,0.4666666666666667,4,3,2,4,19,10,0,57.28,0.7478636730065338,2.2140199999999997,7.681234122295989,0,0,0,1,1,2,0,0,0
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,0.93,403.22597716800084,0.4,5,1,5,5,30,6,0,46.50000000000001,0.7144914102401915,4.064700000000003,8.380643685570952,1,1,2,2,1,3,0,1,1
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1.85,339.1946770400007,0.45,5,3,4,5,25,7,0,68.36,0.7971701178185844,1.9247,8.195132237374144,1,1,2,1,1,2,0,0,0
C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,0.65,288.2089301360008,0.8421052631578947,2,1,4,2,21,3,0,37.3,0.7371079850569328,3.7351000000000028,8.732927469061762,4,0,4,0,0,0,3,0,3
CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,9.6,264.1626486400002,0.3333333333333333,2,0,4,2,20,1,0,6.48,0.7212588245608211,3.0839000000000016,7.313175652618394,0,2,2,2,0,2,0,1,1
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,19.75,413.98602378800035,0.16666666666666666,3,0,3,7,25,6,0,27.05,0.4616906207935435,6.454800000000002,7.513532371400246,0,0,0,2,1,3,0,0,0
COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1,0.6,254.126657056,0.4166666666666667,6,4,1,6,18,10,0,93.80999999999999,0.6540368201081146,-0.18789999999999946,6.249567073291354,0,0,0,1,0,1,0,0,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,16.6,429.266779360001,0.5517241379310345,3,1,5,3,32,6,0,40.54,0.6395257442251707,5.406500000000006,8.78500460218715,4,0,4,1,0,1,2,0,2
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,6.48,246.173213324,0.5333333333333333,3,2,2,3,18,8,0,46.33,0.8603942445298216,1.7713999999999999,7.97407852359123,1,0,1,1,0,1,1,0,1
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,17.0,457.18490020400066,0.43478260869565216,10,6,4,10,33,11,0,164.63,0.3983715598370968,0.1866000000000017,8.239236521373085,3,0,3,1,0,1,0,0,0
Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,50.0,396.16199700800064,0.23809523809523808,6,5,3,7,28,11,0,100.27,0.4168643398571851,2.7722000000000007,7.634811107733653,0,0,0,2,1,3,0,0,0
C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,4.4,520.1419440400007,0.5925925925925926,6,1,5,8,35,8,0,93.81,0.44910184900220873,4.869200000000005,8.66977407281375,4,0,4,0,1,1,3,0,3
CO[C@@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,2.9,520.1012472200006,0.35,15,4,4,16,36,12,0,206.29999999999998,0.13379526381178464,-1.127699999999999,6.697560257889526,0,2,2,1,1,2,0,1,1
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,1.84,347.1382247840005,0.0,7,7,3,7,26,4,0,138.07000000000002,0.21367335119252676,2.648440000000001,7.5789182501688535,0,0,0,3,0,3,0,0,0
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,16.63,230.094294308,0.21428571428571427,3,1,2,3,17,5,0,46.53,0.8810778082204155,3.036500000000001,7.806189614758442,0,0,0,2,0,2,0,0,0
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,1.5,317.19909372400076,0.5789473684210527,4,2,2,4,23,8,0,66.4,0.8460610896604897,3.2609000000000012,8.03343060685992,1,0,1,1,0,1,1,0,1
C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,9.1,310.1503697040006,0.3157894736842105,2,0,3,3,22,8,0,16.130000000000003,0.6869432462905917,4.552200000000004,7.402699151738146,0,0,0,1,2,3,0,0,0
CN(C)CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,9.0,297.1641258600006,0.3333333333333333,3,0,3,4,22,7,0,29.020000000000003,0.8488519666306524,3.1198000000000015,7.840000977154881,1,0,1,1,1,2,0,0,0
C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,11.0,293.18919773600066,0.3684210526315789,3,0,3,3,22,8,0,29.020000000000003,0.8440481675977358,3.5417000000000023,7.606372136311119,1,0,1,1,1,2,0,0,0
C[C@@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,15.0,328.14094789200055,0.3157894736842105,2,0,3,4,23,8,0,16.130000000000003,0.6316346713170096,4.691300000000004,6.901028759503799,0,0,0,1,2,3,0,0,0
O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,10.0,405.1751647200007,0.45454545454545453,5,3,4,7,29,8,0,70.95,0.68846240126238,2.363600000000001,8.203822580151494,0,2,2,2,0,2,0,0,0
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0.9,371.1005018840005,0.2631578947368421,8,2,3,8,27,7,0,126.80999999999997,0.6596073160141976,2.476700000000001,7.093645643671454,0,0,0,1,2,3,0,0,0
COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,13.5,371.18450628000073,0.5,7,3,4,7,27,7,0,97.78999999999999,0.8551726034060254,2.2167000000000003,7.682424385672017,1,1,2,1,1,2,1,1,2
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCO[C@H](OC)C2)[C@H](O)[C@H](C)O1,49.2,643.226490244001,0.53125,14,5,6,14,46,15,0,201.74999999999997,0.22076912403932697,0.3472999999999998,8.854244738355538,2,2,4,2,0,2,0,2,2
Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,34.28,578.2480309640009,0.4,5,0,4,11,41,10,0,39.68,0.312950179516564,6.787020000000006,7.067090612321504,0,1,1,2,1,3,0,1,1
CC(C)NC[C@@H](O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,12.4,369.2052417240008,0.42857142857142855,6,2,3,6,27,10,0,74.69,0.7839819601405833,2.4123,7.8418785814141705,0,1,1,1,1,2,0,0,0
Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,1.52,405.2012189640007,0.47368421052631576,10,2,2,10,29,14,0,122.64000000000001,0.4079432744228384,0.33119999999999994,6.468515214429302,0,0,0,1,1,2,0,0,0
CCCCC(C)(C)[C@@H](O)/C=C\[C@@H]1[C@H](C/C=C/CCCC(=O)O)[C@@H](Cl)C[C@@H]1O,0.8,400.238037344001,0.7727272727272727,4,3,1,5,27,17,0,77.76,0.24647390560423937,4.925500000000004,8.920492484834284,1,0,1,0,0,0,1,0,1
CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC,4.4,259.1572289120001,0.4375,3,1,2,3,19,6,0,38.33,0.6664151779245063,2.4255000000000004,7.8623085460717315,1,0,1,1,0,1,0,0,0
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,2.13,413.1474520760006,0.4090909090909091,8,0,5,8,30,8,0,75.69000000000001,0.7086818239336454,2.881800000000001,6.961612930755522,0,3,3,2,0,2,0,0,0
CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,108.0,525.1709256040007,0.44,6,2,3,11,36,12,0,99.06,0.46543875908402327,4.629280000000003,7.879397947872367,1,0,1,2,0,2,1,0,1
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1F,4.21,292.0706789760004,0.6,9,5,2,10,20,6,0,145.01000000000002,0.38265958091461966,-3.3518999999999997,7.133956634012882,0,1,1,0,1,1,0,1,1
COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,1.8,386.2027992000008,0.5909090909090909,4,1,4,5,27,8,0,43.379999999999995,0.7010811066938075,4.692600000000004,8.48455325655914,1,1,2,0,2,2,1,1,2
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,22.1,386.1841719320007,0.38095238095238093,7,4,3,7,28,12,0,100.05000000000001,0.5830459262462236,2.3760000000000003,7.7461036019241964,0,1,1,2,0,2,0,0,0
Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,1.13,250.08546094,0.07142857142857142,5,1,3,5,19,2,0,73.94999999999999,0.7160441632656431,1.8697,6.660739998444303,0,0,0,0,3,3,0,0,0
CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,15.0,556.289699620001,0.5517241379310345,11,7,4,11,40,14,0,176.65999999999997,0.28021986209358013,1.3223000000000011,8.812691186962967,3,0,3,1,0,1,0,0,0
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,0.26,402.17908655200074,0.2857142857142857,8,4,2,8,29,15,0,112.27000000000001,0.5510440775618912,2.1495,7.494894302421149,0,0,0,2,0,2,0,0,0
O=C(O)CCCSCCN1C(=O)CC[C@@H]1/C=C/[C@@H](O)Cc1ccc(F)cc1,0.38,395.15665753200074,0.5,5,2,2,7,27,12,0,77.84,0.44500429248609513,2.8743000000000007,8.0757948939733,0,1,1,1,0,1,0,1,1
CC(=O)Nc1ccc(C2=NNC(=O)C[C@H]2C)cc1,70.0,245.11642672,0.3076923076923077,5,2,2,5,18,4,0,70.56,0.8286004463661936,1.5051,7.866849369600781,0,1,1,1,0,1,0,0,0
Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl,12.0,219.04106886,0.5714285714285714,6,1,1,7,14,6,0,81.19,0.45920678237514917,0.6994199999999999,7.226123097855922,0,0,0,0,1,1,0,0,0
[H]/N=C(\N)c1cccc(C[C@@H](C(=O)OC)[C@@H](C)NC(=O)c2ccc(-c3cc[n+]([O-])cc3)cc2)c1,3.0,446.19540531200073,0.2,8,4,3,8,33,10,0,132.21,0.16071461000294315,2.42127,8.050720184602392,0,0,0,2,1,3,0,0,0
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,1.09,265.16779359600025,0.4666666666666667,4,2,1,4,19,12,0,50.72,0.6704564525308724,1.9890999999999999,7.853718145497483,0,0,0,1,0,1,0,0,0
O=C1CCC[C@@H]2[C@H]3CCC[N@+]4([O-])CCC[C@@H](CN12)[C@@H]34,1.69,264.1837780080002,0.9333333333333333,4,0,4,4,19,0,0,43.37,0.4951189883355445,1.8842999999999999,8.446219367972498,0,4,4,0,0,0,0,4,4
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,10.0,460.1481803480006,0.4090909090909091,11,8,4,11,33,11,0,201.84999999999997,0.26155458511612795,-1.2435999999999974,8.291646752916538,3,0,3,1,0,1,0,0,0
C[C@]12C[C@]3(O)O[C@@H](O1)[C@@]1(COC(=O)c4ccccc4)[C@@H]3C[C@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.49,480.1631617160007,0.6956521739130435,11,5,8,11,34,12,0,164.37,0.30559068332365197,-1.3574999999999986,9.229556208449619,3,4,7,1,0,1,3,4,7
CC(=N)N1CC[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,0.96,339.1252771520006,0.6666666666666666,7,3,3,8,23,7,0,104.92999999999999,0.3955316351777659,0.6987700000000001,7.98469038732287,0,3,3,0,0,0,0,2,2
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,92.3,507.26545903200105,0.7407407407407407,7,2,3,8,35,11,0,109.25000000000001,0.4486891198616771,4.477520000000005,9.140082685694328,0,2,2,0,1,1,0,2,2
C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,2.1,318.1015851800004,0.375,6,3,4,7,23,4,0,94.55000000000001,0.8793011280696906,1.7400000000000002,7.417535232138166,1,1,2,1,1,2,1,0,1
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,1.85,427.1491833920005,0.25,11,7,3,11,31,10,0,191.26,0.2867441070042202,0.6664000000000003,6.3825707759964345,0,0,0,1,2,3,0,0,0
O[C@](CO[C@@H]1CN2CCC1CC2)(c1ccccc1)C1CCCC1,15.73,315.21982916800084,0.7,3,1,5,3,23,6,0,32.7,0.9056945695415861,3.175200000000002,8.783552453058636,1,3,4,1,0,1,1,3,4
CC(C)(S)[C@@H](N)C(=O)O,3.04,149.051049592,0.8,3,3,0,4,9,6,0,63.32000000000001,0.4880905977699923,0.10669999999999985,6.108515522203297,0,0,0,0,0,0,0,0,0
OC[C@@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@H]1O,5.3,268.11715499200034,0.6363636363636364,8,4,3,8,19,5,0,112.13000000000001,0.5369588450641498,-1.1798000000000006,7.868457508647441,0,2,2,0,1,1,0,1,1
N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,183.0,349.1215121000004,0.0,4,0,4,4,27,3,0,58.68,0.5493442133854947,4.4381800000000045,7.32031988430278,0,0,0,2,2,4,0,0,0
